NOMBRE_LOCAL,UBICACION
SALON TEULADA (Teulada),"AVENIDA MEDITERRANEO, 174 -"
SALON TOLEDO (Madrid),"CALLE TOLEDO, 134 -"
SALON TOLEDO (Toledo),"DE LA ROSA, 140 -"
SALON TORREJON DE ARDOZ,"CONSTITUCION, 175 -"
SALON TORROX (Torrox),"ANDALUCIA, 17 -"
SALON TREBOL (El Algarrobo),"ANDALUCIA, 0019 -"
SALON TREBOL (Tarancon),"Avenida MIGUEL DE CERVANTES ,47 - Tarancón"
SALON TREBOL 24 (Mula),"AVENIDA LA PAZ, 0 -"
SALON TREBOL 28 (Cabezo De Torres),"ALTO DE LAS ATALAYAS, 134 -"
SALON TREBOL 34 (Yecla),"CORDOBA, 1 -"
SALON TREBOL 35 (Jumilla),"NUESTRA SEÑORA DE LA ASUNCION, 44 -"
SALON TREBOL 40 (Archena),"AV. MARIO SPREAFICO, 113 -"
SALON TREBOL 42 (Calasparra),"JUAN RAMON JIMENEZ, 83 -"
SALON TREBOL FUENLABRADA (Fuenlabrada),"PORTUGAL, 44 -"
SALON TREBOL LEGANES,"Avenida FUENLABRADA ,68 - Leganés"
SALON TREBOL PENSAMIENTO (Madrid),"Calle PENSAMIENTO ,2 - Madrid"
SALON TREBOL VALDEMORO,"Plaza PIÑA ,6 - Valdemoro"
SALON TREBOL X (Murcia),"AVENIDA DEL PROGRESO, 22 -"
SALON TREBOL XLI (Santiago Ribera),"Sandoval, 38 -"
SALON TREBOL XV EL PASO (SALON ESTACION ),"Calle SIERRA DE LA PILA ,5 - Murcia"
SALON TROPICANA (Palma De Mallorca),"LUCA DE TENA, 44 -"
SALON TUTTI FRUTI,"Huerta Del Rey, 1 -"
SALON VALDEMORO (Valdemoro),"MAR MEDITERRANEO, 76 -"
SALON VALENCIA III (Valencia),"Calle SAN JACINTO CASTAÑEDA ,2 - Valencia"
SALON VALI PARK (Marbella),"ALONSO DE OJEDA, 11 -"
SALON VALI PARK SANLUCAR,"ALJARAFE ALTO, 5 -"
SALON VEGA MEDIA EL PALO (Malaga),"JUAN SEBASTIAN ELCANO, 201 -"
SALON VEGA MEDIA SANTA MARTA (Malaga),"SANTA MARTA, 6 -"
SALON VEGAS ALCALA DE HENARES LAS (Alcala De Henares),"Avenida REYES MAGOS, 4 -"
SALON VEGAS ALUCHE (Madrid),"ILLESCAS, 46 -"
SALON VEGAS RAFAEL MARCOTE LAS (Madrid),"RAFAEL MARCOTE, 1 -"
SALON VENTA PACO Y CRISTOBAL (Mijas),"Boulevard De La Cala, 3 -"
SALON VERGEL (El Vergel),"Avenida VALENCIA, 91 -"
SALON VIA CARPETANA (Madrid),Calle Via Carpetana 173 -
SALON VICTORIA (Alcaudete),"ALCALDE JUAN VALLEJO, 56 -"
SALON VICTORIA LA CAROLINA,"AVENIDA MADRID, 17 -"
SALON VICTORIA VILLACARRILLO,"RAMON GARCIA DEL VALLE, 5 -"
SALON VIDEMUR ABARAN (Abaran),"LA ESTACION, 22 -"
SALON VIDEMUR MULA II (Mula),"Carr. De CARAVACA, 0 -"
SALON VILLAFRANCA DE LOS CABALLEROS,"CASTILLA LA MANCHA, 90 -"
SALON VILLENA,"Constitucion, 146 -"
SALON WELCOME (Coslada),"URUGUAY, 33 -"
SALON WIN WIN SPORT BAR CASINO (Tres Cantos),"SECTOR PUEBLOS, 1 -"
SALON WIN WIN SPORT CAFE Y CASINOS (Getafe),"LA ILUSTRACION, 5 -"
SALON WINNER KING OF MOMENT (Madrid),"SAN FAUSTINO, 10 -"
SALTOKI (Benidorm),"BENIARDA, 2 -"
SAMY,"Avda. Alquería De Moret, 19-21 -"
SAMY (Valencia),PEDRO CABANES 75 -
SAN ANTON,"Calle COLON ,75 - Segorbe"
SAN BERNARDO SALON (Madrid),"AVENIDA JERONIMO DE LA QUINTANA, 10 -"
SAN FRANCISCO (Ourense),"Calle MONTE PENAMA ,2 - Ourense"
SAN JOSE MESON (Callosa D),"CTRA. DE BOLULLA, 12 -"
SAN MARCOS (ORENSE),Calle PRINCIPAL S/N - Maside
SAN MIGUEL (Villar Del Arzobispo),"Calle SAN MIGUEL ,25 - Villar Del Arzobispo"
SAN REMO (Vitoria),"URBINA, 5 -"
SAN ROQUE,"Calle SAN ROQUE ,27 - Ribadeo"
SAN VALERO - SAN VALERO (Valencia),"San Valero, 2 - Valencia"
SAN XINES (Sanxenxo),"PRIMO RIVERA, 62 -"
SANBE,"CL OCAÑA, 46 - Madrid"
SANDEY (Vitoria-Gasteiz),"CALLE NIEVES CANO, 8 -"
SANTA ANA (Alcacer),"COLON,14 - Alcàsser"
SANTAYA,"Avenida GRAN CANARIA ,24 - A Coruña"
SANTO DOMINGO (TORRENT),"Calle BELTRAN BAGUENA ,15 - Torrent"
SARAY (Vitoria-Gasteiz),"PRUDENCIO Mª VERASTEGUI, 01002 -"
SARDEXKA (Donostia-San Sebastian),"MADALENA JAUREGIBERRI, 4 -"
SAXO,"Calle CAMIÑO REAL ,154 - Lugo"
SEDE CENTRAL ALCOBENDAS,Bruselas 26 - Alcobendas
SEFORA,"Avenida ARTEIXO ,25 - A Coruña"
SEIS COPAS (Samaniego),"CALLE MURRIARTE , 16 -"
SENECA (Castellon De La Plana),"Musico Pascual Asensio Hernandez, 5 -"
SENY (Massamagrell),"Calle PROGRES ,44 - Massamagrell"
SEVILLA (Paterna),"Antonio Machado, 36 -"
SHARKY (Amorebieta-Echano),"ABASOLO APEZPIKU, 2 -"
SIENA (Torrent),"Germanias, 74 - Torrent"
SIN - T - SIS,"Carretera VILLAMARCHANTE ,59 - Riba-Roja De Túria"
"SIRENA, LA","CL CAÑAVERAL,75 - Madrid"
SIRENS SPORTS,"REINA SOFIA. PARCELA 2, NAVE 3 -"
SISHA PLAGE (Ceuta),"PLAYA BENITEZ, 0 -"
SJ J C (Benalup),"MANUEL SANCHEZ, 8 -"
SJ LBO OIDOR GREGORIO TOVAR (A Coruña),"OIDOR GREGORIO TOVAR, 20 -"
SL ANAIAK,"Calle URRUTIA ,1 - Bilbao"
SL DERBI,"Calle SANCHO EL SABIO ,4 - Donostia"
SL DERMAC ARCO,"Calle DE IRUN ,6 - Donostia"
SL GERNIKA,Calle GERNIKAKO ARBOLA S/N - Barakaldo
SL ITXAS BIDE,"Calle IPARRAGIRRE ZEHARKALEA ,56 - Leioa"
SL MENDI,"Calle ITXASALDE ,2 - Santurtzi"
SL PLAZA GORRI (Donostia-San Sebastian),"Calle ALTZA ,55 - Donostia"
SL RIVER,"Calle GALTZARABORDA ,61 - Errenteria"
SL SAN ROQUE,"Plaza DOCTOR MARCOS ESCARIHUELA Y CONESA ,6 - Portugalete"
SL SOTERA,"Calle GENARO ORAA ,18 - Santurtzi"
SL TXANPA (Donostia San Sebastian),"Paseo MIKELETES ,8 - Donostia"
SL AS DE PICAS ARENAS (Getxo),"Calle GOBELA ,29 - Getxo"
SL AS DE PICAS EGIA (Donostia-San Sebastian),"EGIA, 9 -"
SL AS DE PICAS ESTANQUILLO (Bilbao),"ASKAO, 1 -"
SL AS DE PICAS NAVARRA (Bilbao),"NAVARRA, 6 -"
SL AS DE PICAS RENTERIA (Renteria),"JUAN OLAZABAL KALEA, 4 -"
SL AS DE PICAS SAN ANTON (Bilbao),"ANTARRANAS, 1C -"
SL BERLIN (Bilbao),"ALCALDE FELIPE UHAGON, 1 -"
SL ESTORIL (Trapagaran),"CALLE IBARZAHARRA SESTAO, 7 -"
SL ESTRAUNZA (Bilbao),"CALLE GRAN VIA DIEGO LOPEZ DE HARO, 61 -"
SL EUROTIR,"Calle KOMETE SAREA ,2 - Irun"
SL HABANA,"Plaza CIUDAD DE LA HABANA ,2.4 - Trapagaran"
SL HIGARILLO,"Calle SOR NATIVIDAD ,14 Esc 16 - Santurtzi"
SL KAIA,Calle PUERTO DEPORTIVO EL ABRA S/N - Getxo
SL KAREAGA 89 (Basauri),"KAREAGA GOIKOA, 89 -"
SL NEVADA (Donostia),"Calle ANTONIO ARZAK ,4 - Donostia"
SL PLAZA (Burlada),"SAN FRANCISCO, 12 -"
SL RENO SARRIGUREN (Sarriguren),"BARDENAS REALES, 12 -"
SNIK (Vilarrodis),"Avenida ALCALDE MANUEL PLATAS VARELA ,163 - Vilarrodís"
SOBRE MIGAS (Ourense),"RÚA DO PROGRESO, 63 -"
SOL E MAR (Pindo),"PINDO NORTE, 16 -"
SOLDADO (Carballiño O),"RUA CONDE VALLELLANO, 15 -"
SOLE MIO (A Coruña),"TRAVESIA RIANXO, 1 -"
SOLMAR,"Extremadura,15 - Alcobendas"
SOLPOR,"Calle COSTA DO PINCHO ,28 - Carral"
SONDER (Vitoria-Gasteiz),"JUAN PABLO II, 12 -"
SONIA,"Calle NAVARRA ,3 - Pamplona"
SORGIN (Lezo),"GUILLERMO LAZON, 2 -"
SOROLLA,"JOAQUIN SOROLLA, 76 - Rivas-Vaciamadrid"
SPECUS (Barakaldo),"ARRIOTXE, 17 -"
SPORT TOP (Logroño),"CALLE SAN MILLAN, 4 -"
STAMA,"Plaza SANTA MARIA ,3 - Vilalba"
STARS (Carballo),"PERU, 18 -"
STEEL (Vitoria-Gasteiz),"Calle SIERRA ARALAR ,1 - Vitoria-Gasteiz"
STILETTO (Valencia),"Calle CADIZ ,36 - Valencia"
SUBMARINO_MURCIA,"Calle SUBMARINO ,1 - Cartagena"
SUEÑOS,"Calle TEATRE DE LA MARINA ,7 - Valencia"
SUIZA,"Calle MEDICO CARRERA ,1 - Corcubión"
SWITZERLAND (Coruña),"Calle MEXICO, 12 -"
Saborey (Valencia),"Carcagente, 3 - Valencia"
Sacramento (Valencia),"Escritor Rafael Ferreres, 14 - Valencia"
Sala Atención Cliente Final Colombia Online,Avenida De Bruselas 26 -
Sala Atención Cliente Final Madrid Online,Avenida De Bruselas 26 -
Sala Atención Cliente Final Mexico Online,Avenida De Bruselas 26 -
Sala Atención Cliente Final Nacional Online,Avenida De Bruselas 26 -
Sala Atención Cliente Final Panama Online,Avenida De Bruselas 26 -
Salon Alcala (Dorado I),"Calle GIL DE ANDRADE, 3 - Alcalá De Henares"
Salon Alcala Slot (Alcala De Henares),"Rio Manzanares, 3 - Alcalá De Henares"
Salon As De Picas Haro (Haro),"Ventilla, 63 - Haro"
Salon Baleovila (Leon),Calle Villafranca 4 - León
Salon Betcor Sport (Corredoira),"CORREDORIA ALTA, 0049 -"
Salon Casino Star Golden (Parla),"Leganes, 1 Esq. Calle Real -"
Salon Criptana (Campo De Criptana),"Av. Castilla La Mancha, S/N POL. IND. CAMPO CRIPTANA -"
Salon Emotiva 64 (Ricardo Car-Badajoz),"RICARDO CARAPETO ZAMBRANO, 118 -"
Salon Emotiva 68 (Alboraya),"AVENIDA ALBORAIA, 13 -"
Salon Estrella Park Leon,"Ordoño II, 5 - León"
Salon Estrella Park Palencia,Plaza Mayor 10 - Palencia
Salon Illescas,Pósito 3 - Illescas
Salon Jarama (Coslada),"De San Pablo, 59 -"
Salon Joker Nevada Spengler (Malaga),Calle Spengler 6 - Málaga
Salon Joker Santa Fe Hispanidad (Santa Fe),"Avenida Hispanidad, 0 -"
Salon Malagon,"Del Santo, 29 -"
Salon Monaco (Cuenca),"CORONEL ALGARRA, 4 -"
Salon Money Money II Estacion (Badajoz),ARGUELLO CARVAJAL 41 - Badajoz
Salon Nevada (Zamora),"PRINCIPE DE ASTURIAS,10 - Zamora"
Salon Quintanar,"HISPANIDAD, 28 -"
Salon Riverplay Alc,"Plaza PABLO PICASSO,1 - Alcobendas"
Salon Rosario (Albacete),"Rosario, 145 - Albacete"
Salon Slot City Fuenlabrada (Fuenlabrada),"La Robla, 2 -"
Salon Slot City Parla (Parla),Calle Leganes 8 -
Salon T Admiral Marbella II (Marbella),"Avenida Ramon Y Cajal, 7 -"
Salon T Admiral San Pedro II (San Pedro Alcantara),Avenida Pablo Ruiz Picasso - Marbella
Salon T Joker Bailen Sevilla (Bailen),"Sevilla, 98 - Bailén"
Salon T Joker España (Cartagena),Calle Doctor Marañón 4 - Cartagena
Salon T Joker Fuengirola Paseo Jesus Santos (Fuengirola),Paseo Jesús Santos Rein - Fuengirola
Salon T Joker Malaga Carlos Haya (Málaga),Ccalle Carlos De Haya 13 - Málaga
Salon T Joker Roquetas Puerto (Aguadulce),Avenida De Roquetas De Mar 214 - Roquetas De Mar
Salon T Joker San Pedro (San Pedro Alcantara),"ADOLFO LUQUE CHICOTE, 0004 -"
Salon T Joker Tomelloso (Tomelloso),"Paseo San Isidro, 7 -"
Salon T Manises (Manises),"Calle San Cayetano, 2 -"
Salon T SL Black Jack (Estella),Calle De García 'El Restaurador' 9 - Estella
Salon T Sports Bar Macau,Calle De José María Mulet Ortiz 12 - Castellón De La Plana/Castelló De La Plana
Salon T Vegas Usera Las (Madrid),Calle De Dolores Barranco 1 - Madrid
Salon Tobarra,"Principe Asturias, 45 -"
Salon Trebol 45 (La Union),"MURCIA, 0004 -"
Salon Trebol Arganda,"Arganda, 39 -"
Salon Trebol Mezquita (Madrid),"Calle MEZQUITA Local 7 ,11 - Madrid"
Salon Trebol Toledo (Toledo),"Calle COMERCIO ,42 - Toledo"
Salon Vegas Peña Prieta Las (Madrid),"Avenida Peña Prieta, 11 -"
Salon Villacañas (Villacañas),"Madridejos, 51 - Villacañas"
Salon De Juegos Josman (Rivas-Vaciamadrid),"Pablo Iglesias Locales 8 Y 9, 79 -"
SalonCarmelo Arcadia,"CARMELO,2 - Valladolid"
SalonCorisco Arcadia,"FERRARI, 4 - Valladolid"
Salón De Juegos (Madrid),"ALCALA, 626 - Madrid"
San Marcelino Heladeria (Valencia),"Ingeniero Manuel Canovas, 2 - Valencia"
Santa Fe (Bilbao),"Calle BLAS DE OTERO ,47 - Bilbao"
Santos,"Calle PORTAL DE VILLARREAL ,45 - Vitoria-Gasteiz"
Sarayola (Salvatierra),"SAGARMIN,S/N - Agurain"
Sargantana (Gandia),"Rosa De Los Vientos, 55 - Gandia"
Sebb (Ferrol),"Manuel Belando, 4 - Ferrol"
Sierra Cantabria (Vitoria),"Calle CORONACION DE LA VIRGEN ,16 - Vitoria-Gasteiz"
Slora (Vitoria-Gasteiz),"MARTIN LUTHER KING, 2 -"
Submarino (Sestao),"Calle TXABARRI ,87 - Sestao"
Sweet Bar 130 (Valencia),"Islas Canarias, 130 - Valencia"
TABATA (Santurtzi),"ITSASALDE, 10 -"
TABERNA ARANA (Valle De Trapaga),"Plaza CIUDAD DE LA HABANA ,3 - Trapagaran"
TABERNA D JOUS 2 (Carballo),"RUA XERANIOS, 27 -"
TABERNA DE PANCHO (As Pontes),"GALICIA, 15 -"
TABERNA DE PRAGA LA (Vitoria-Gasteiz),"CALLE FUEROS, 26 -"
TABERNA DEL COSO,"CL IGLESIA, 13 - Villaconejos"
TABERNA DO RIO (Carballo),"RÚA GERONA, 3 -"
TABERNA TXIKI (Leioa),"IPARRAGUIRRE, 58 -"
TAL COM SOM,"Calle VIRGEN LIDON ,23 - Castelló De La Plana"
TAL Y CUAL,"Calle REBOREDO ,2 - Monforte De Lemos"
TALIEIRO,"ESTRADA DOS CAMIÑOS CHANS, 119 -"
TALISMAN (Pamplona),"CALLE JOAQUIN MAYA, 1 -"
TAPERIA ADEGA GALEGA (Ourense),"PLAZA DAS MERCEDES, 14 -"
TAPERIA XEBRE,"RUA FIGUEIRAS, 5 -"
TAPETA LA (Catarroja),"SAN MIGUEL, 29 -"
"TAPETA, LA","Avda. Alquería De Moret, 19-21 -"
TAPIÑAS (Ferrol),"AVENIDA DE VIVERO, 23 -"
TARIFA,"Carretera ALCOY ,8 - Albaida"
TASQUIÑA DO CHUCAS,"Calle RIO BUBAL ,30 - Ourense"
TEBAR,"Calle CUENCA ,19 - Aldaia"
TEIMA (Fene),"PRAZA DA IGREXA, 1 -"
TEMPLE,"Calle OTERO PEDRAYO ,2 - Viveiro"
TERE (Valencia),"VICARIO JOSE RAMON SALCED,1 - Valencia"
TERRA MEIGA,"Plaza IGLESIA ,12 - Sada"
TERRANOSTRA,"Calle PERE EL GRAN ,7 - Silla"
TERRAZA,"Callejón De La Estación, 9 - Pelayos De La Presa"
TERRAZA LA (Estella-Lizarra),"Plaza LOS FUEROS, 10 -"
TERTULIA (Crevillente),"CONSTITUCION,12 - Crevillent"
TERTULIA (Picassent),"MOSSEN CARBO, 16 -"
TEYMA,"Calle SAN VICENTE ,16 - A Coruña"
THE ALE HOUSE,"Brisa, 6 -"
THE FACULTY OLD SPORT,"Calle YERRI ,1 - Estella"
THE GAP (Orihuela),"MAESTRO TORRALBA, 7 -"
TIA JULIA,"RÚA AFONSO X O SABIO, 31 -"
TIA JULIA LA (Pamplona),"ZARAGOZA, 60 -"
TIBOR (Meira),"AVENIDA XERAL, 40 -"
TIC-TAC,"Calle FONT, LA ,45 - Castelló De Rugat"
TIGRE CORELL (Barracas),"CARRETERA, 29 -"
TINO (Campo Da Feira),"Lugar CAMPO DA FEIRA, 20 -"
TITANIC (Guitiriz),"AVENIDA DA CORUÑA, 7 -"
TIVOLI,"Avenida MARQUES DE FIGUEROA ,54 - Fene"
TOFFE,"VIRXEN DE GUADALUPE, 2 -"
TOKI BERRI,"Calle ESPAÑA ,7 - Lodosa"
TOLEDO,"ALFONSO X EL SABIO,57 - Parla"
TONI (Valencia),"Mestre Marçal, 48 - Valencia"
"TOROS, LOS","EZEQUIEL SOLANA,93 - Madrid"
TORRENT,"Avenida VEDAT, AL ,68 - Torrent"
TOSCANA,"EGIDILLO, 3 - Lozoyuela"
TOUCHE (Valencia),"Doctor Zamenhoff, 13 - Valencia"
TOXO VERDE (Coruña),"RUA ALCALDE SOTO GONZALEZ, 12 -"
TRAFI (Valencia),"MORA DE RUBIELOS, 8 - Valencia"
TRAMOYERES (Valencia),"CUENCA TRAMOYERES,2 - Valencia"
TRANVIA (Madrid),"Jeronima Llorente, 17 - Alcobendas"
TRASNO,"Ronda PONTEVEDRA ,30 - Melide"
TRASTOY,"Calle CURROS ENRIQUEZ-CASILLA ,2 - As Pontes De García Rodríguez"
TREBOBAR (A Coruña),"FERROCARRIL, 59 -"
TREBOL (Pamplona),"Calle MONASTERIO DE URDAX,51 - Pamplona"
TREBOL ALCALA (Mad),"Calle ALCALA ,307 - Madrid"
TREBOL CHICAGO,"Calle PLAZA ,30 - Fuenlabrada"
TREBOL HUERTA CASTAÑEDA,"Calle HUERTA CASTAÑEDA ,34 - Madrid"
TREBOL I,"Calle CALVARIO ,31 - Archena"
TREBOL II,Calle MAYOR S/N - Murcia
TREBOL III,"Avenida LIBERTAD ,3 - Los Alcázares"
TREBOL IV,"Calle PILAR ,2 - Murcia"
TREBOL IX,"Plaza EMILIO DIEZ DE REVENGA ,1 - Murcia"
TREBOL V,Avenida LOPE DE VEGA S/N - Murcia
TREBOL VI,"Camino ENMEDIO ,62 - Murcia"
TREBOL VII,Paseo FLORENCIA S/N - Murcia
TREBOL VIII,Catamarán 1 - Los Narejos
TREBOL XI,CAMPOAMOR ESQUINA AVDA GENERALISIMO S/N - Lo Pagán
TREBOL XIV,"Alameda CAPUCHINOS ,9 - Murcia"
TREBOL XIX,"Calle VARA DE REY ,7 - Murcia"
TREBOL XVI,"Calle SIERRA DE LA PILA ,5 - Murcia"
TREBOL XVII,"Calle MIGUEL ANGEL ,2 - Las Torres De Cotillas"
TREBOL XVIII,"Paseo ALFONSO XIII ,13 - Cartagena"
TRES CAÑAS,"Avenida PRIMERO DE MAYO ,11 - Valencia"
TRES FORQUES,"Avenida TRES FORQUES ,91 - Valencia"
TRISKEL (Mugardos),"RUA CHOUSA - GALLADA, 7 - Mugardos"
TRISKEL (Sarria),"RUA BECERREA, 15 -"
TROPI,"Paseo DO MALECON ,17 - Sarria"
TROPICAL (Torrevieja),"VILLA DE MADRID, 40 -"
TROPIK (Chantada),"PARDO BAZAN, 7 -"
TROPPO (Borriol),"Calle ZARAGOZA ,72 - Borriol"
TROSKY,"Calle MONTIEL ,1 - Benaguasil"
TU RINCON,"Avda. Alquería De Moret, 19-21 -"
TUBO,"Calle MAYOR ,90 - Almenara"
TUDOR (MANEL -Vinaros),"De La Libertat, 47 -"
TUENTY,"Paseo FLORENCIA ,7 - Murcia"
TXAPI BERRIA (San Antonio-Etxebarri),"AVENIDA ANDALUCIA ZEHARKALEA, 35 -"
TXARLAZO (Bilbao),"CALLE JUAN DE ANTXETA, 15 -"
TXISPEA (Irun),"PLAZA JUAN VOLLMER, 13 -"
TXOKO-EDER,"Calle LEANDRO AZCARATE ,5 - Huarte"
TXUKI TABERNA (Bilbao),"San Nicolas De Olabeaga, 45 - Bilbao"
Taberna Maite (Trapagaran),"Calle FUNICULAR ,19 - Trapagaran"
Talisman (Vitoria),"Paseo ZUMAQUERA ,19 - Vitoria-Gasteiz"
Titos (Sestao),"Calle SAN DIEGO, S/N S/N - Sestao"
Tomas (Pasaia),"Calle SAN SEBASTIAN ,7 - Pasaia"
Toni AND Xin (Valencia),"Calle MURTA ,28 - Valencia"
Traña (Abadiño),"Calle TRAÑABARREN ,8 - Abadiño"
Trebol (Ferrol),Rúa Río Miño 24 - Ferrol
Turismo (Vitoria),"Calle EULOGIO SERDAN ,12 - Vitoria-Gasteiz"
Txapalan (Lodosa),"Navarra, 7 - Lodosa"
Txema (Vitoria-Gasteiz),"Calle REYES DE NAVARRA ,14 - Vitoria-Gasteiz"
Txiki (Ermua),"Calle ONGARAY ,8 - Ermua"
Tximista (Donostia),"Plaza De Biteri, 1 - Donostia"
Txindoki (Lasarte),"Plaza JAIZKIBEL ,1 - Lasarte-Oria"
UCLES,"CASTILLO UCLES,15 - Madrid"
ULIA (Pamplona),"VALTIERRA, 16 -"
UMARAN (Bilbao),"GREGORIO DE LA REVILLA, 19 - Bilbao"
URREA,"Calle ALLO ,1 - Arróniz"
Un Moset (Anna),"Labrador, 6 - Anna"
Universal (Trapagaran),"Calle SAN JOSE ,13 - Trapagaran"
VAIVEN,"Plaza CONSTITUCION ,1 - Bigastro"
VAIVEN_GALICIA,"RUA CARIDADE, 6 -"
VAL DA MAIA (Bertamirans-Ames),"AVENIDA DA MAIA, 74 -"
VALENCIA (Burjassot),"MARIA ROS, 2 -"
VALENCIA (Segorbe),"COLON, 46 -"
VALENCIA II,"Calle EMILIO LLUCH ,19 - Valencia"
VALL LA,"Calle SAN JUAN ,30 - Albaida"
VEGAS ALGETE SALON (Algete),"Plaza LA CONSTITUCION, 4 -"
VEGAS FUENLABRADA SALON (Fuenlabrada),"Avenida PROVINCIAS, 18 -"
VEGAS GUTIERRE DE CETINA LAS,"GUTIERRE DE CETINA, 0010 -"
VELILLA (Valencia),"Calle DUQUE DE MANDAS ,29 - Valencia"
VENECIA (Algemesi),"DE LA RIBERA, 11 -"
VENECIA (Noia),"FRANCISCO ROMERO BLANCO, 4 -"
VENECIA (Valencia),"CASTAN TOBEÑAS, 18 -"
VEROMAR (Cullera),"JOAN GARCES, 32 -"
VIA (Ferrol),"FONTE DA GREZA, 12 -"
VIDA NUEVA,"MAESTRO VALLS, 8 -"
VIENA (Pamplona),"MIGUEL ASTRAIN, 10 -"
VILLA-MAR (Valencia),"D'Esteve Ballester, 16 - Valencia"
VILLACHICA,"SANTA MARIA DE LA CABEZA, 85 - Madrid"
VILLAJOYOSA,"Calle CERVANTES ,29 - La Vila Joiosa/Villajoyosa"
VILLAMAR II,"Calle DOCTOR MONTORO ,1 - Valencia"
VILLAMOR,"CL JUBILADO, 1 - Mejorada Del Campo"
VILLASAN,"Calle ALCALDE MARCHESI ,2 - A Coruña"
VIUDA DE BALDO,"LAS LLANAS, 13 -"
VIVA LA PEPA (Albal),"CALLE SAN CARLOS, 85 -"
VIZCAY,"Zubiarte, 17 -"
VIÑA LA (Estella-Lizarra),"CARPINTERIA, 9 -"
Valle De Oro (Burela),"Eijo Garay, 26 - Burela"
Verona (Puebla De Farnals),"Aviles, 1 - PUEBLA DE FARNALS"
Virisma (Vitoria),"Calle BERNAL DIAZ DE LUCO ,2 - Vitoria-Gasteiz"
WAGON (Coruña),"AVENIDA JOAQUIN PLANELLS, 5 -"
WALL STREET (Vitoria-Gasteiz),"VOLUNTARIA ENTREGA, 77 -"
Wok House (Leioa),"IBAIONDO (PARQUE COMERCIAL Y EMPRESARIAL IBAIONDO), 1 - Leioa"
XAKE BAR (Bilbao),"CALLE DOCTORES CARMELO GIL, 0 -"
XAVI (Porto Do Son),"RUA IGREXA, 9 -"
XIAN HE,"Calle SEGORBE ,6 - Castelló De La Plana"
XUGO (Carballedo),A GRANXA -
YASMIN (Naron),"RUA OBISPO ARGAYA, 15 -"
YATIRI (Fisterra),"AVENIDA ANCHOA, 19 -"
YATTE (Ferrol),"REPUBLICA ARGENTINA, 29 -"
YORKOS,"Avenida ROSA DEL VENTS ,7 - La Vila Joiosa/Villajoyosa"
YUSTE,"CL REYES CATOLICOS, 44 - Alcalá De Henares"
ZADAR BAR (Donostia- San Sebastian),"Avenida FELIPE IV, 6 -"
ZAPAY (Zaldibar),IBUR ERREKA -
ZENITH,"Calle OTERO BESTEIRO ,3 - Lugo"
ZERUNAIT (Erandio),"ANTON FERNANDEZ KALEA, 13 -"
ZEUEK (Leioa),"IPARAGUIRRE, 38 -"
ZINTZARRI (Hernani),"Nagusia, 7 -"
ZODIAC,"Calle FONTES ,26 - Lugo"
ZOKOA (Arre),"AVENIDA IRÚN, 2 -"
ZONA CERO,"Calle LA ESTRADA ,26 - Pontevedra"
ZONA CERO_VALENCIA,"PALERES, LES, 7 - Benaguasil"
ZORIO (Teresa),"ACEQUIA, 15 -"
ZUBIETA (Lasarte),"Avenida HIPODROMO, 12 -"
ZUCRO,"CAPITAN HAYA,20 - Madrid"
ZURIKAR (Balmaseda),"AVENIDA ENCARTACIONES, 38 -"
Zubiondo (Bilbao),"Plaza DE SARALEGI ,8 - Bilbao"
Sala Test V9,"Avenida De Bruselas, 26 -"
